sensor,phase,event,seq,active,reactive,current,voltage,frequency,hr0,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,tr0,tr1,tr2,tr3,tr4,tr5,tr6,tr7,tr8,tr9,draw,power,thd,shift,capture,lag
997.0,2,5.0,92662.0,0.8,-1.5,0.007,241.1,49.99,100.0,116.2,310.7,239.2,77.8,473.9,395.7,44.4,658.8,0.2,-12.1,-24.3,-37.3,-52.4,-68.6,-86.7,-97.8,-100.0,100.0,4557196.0,330.0,30.8,-26.5,969.0,14i 1732234735018264425 
997.0,0,5.0,92663.0,0.0,-0.0,0.004,236.9,50.02,37.7,289.0,407.1,305.2,400.5,249.8,241.5,223.6,270.2,-23.4,19.3,55.5,84.7,100.0,95.3,70.1,27.0,-18.6,-40.9,12411183.8,286.2,55.1,59.0,967.0,14i 1732234915002135378 
997.0,1,5.0,92664.0,0.8,2.3,0.009000000000000001,237.8,50.01,35.9,32.5,93.1,92.3,28.6,184.1,171.7,56.7,201.9,-29.3,8.6,42.6,71.1,92.3,100.0,92.7,72.7,47.6,-71.2,1096272.9,402.3,32.3,21.2,967.0,14i 1732234915002135378 
997.0,2,5.0,92665.0,0.0,-0.0,0.003,240.7,50.02,25.3,195.8,197.9,146.5,236.4,194.2,227.8,107.0,303.6,21.8,58.9,85.1,100.0,97.5,70.3,23.8,-38.1,-100.0,-4.0,4557212.5,330.0,30.1,-26.5,967.0,14i 1732234915002135378 
997.0,0,5.0,92666.0,2.3,2.3,0.014,236.9,50.01,94.7,191.2,202.8,251.6,144.9,87.7,101.0,203.8,210.0,100.0,95.3,84.9,69.9,51.3,32.9,15.5,-3.9,-25.7,-48.2,12411198.1,288.5,55.4,58.6,972.0,14i 1732235095010047708 
997.0,1,5.0,92667.0,0.0,1.5,0.006,237.9,50.01,23.0,102.2,18.1,51.5,43.9,113.4,124.5,31.5,99.1,93.1,100.0,98.2,87.2,67.7,41.6,12.6,-16.7,-42.2,-62.8,1096293.0,402.3,30.7,21.4,972.0,14i 1732235095010047708 
997.0,2,5.0,92668.0,1.5,2.3,0.011,240.7,50.01,100.0,259.7,115.8,140.3,256.6,26.4,121.2,143.0,45.8,100.0,99.3,93.6,81.8,64.1,41.7,16.2,-9.5,-33.5,-54.1,4557229.0,331.5,29.9,-26.7,972.0,14i 1732235095010047708 
997.0,0,5.0,92669.0,2.3,-4.6,0.019,237.2,49.99,100.0,109.1,201.8,179.5,205.1,47.9,10.4,135.9,197.5,-42.5,-18.5,7.7,30.4,46.2,57.0,66.3,76.6,88.9,97.9,12411212.5,290.8,54.9,58.7,966.0,14i 1732235275007607356 
997.0,1,5.0,92670.0,2.3,-3.1,0.018000000000000002,238.2,50.0,85.6,27.7,103.0,81.3,24.1,186.4,71.8,15.7,83.2,-61.1,-84.4,-63.4,-35.4,-23.0,-24.5,-36.2,-52.5,-51.8,-58.8,1096313.1,400.0,32.2,21.1,966.0,14i 1732235275007607356 
997.0,2,5.0,92671.0,2.3,3.1,0.016,241.1,49.98,44.2,28.2,31.1,71.2,12.5,68.6,103.2,47.0,181.1,-14.4,-42.5,-61.6,-79.1,-97.3,-100.0,-93.6,-77.6,-58.5,-45.2,4557245.6,333.8,28.5,-26.1,966.0,14i 1732235275007607356 
997.0,0,5.0,92672.0,0.8,-3.8,0.012,236.9,49.941,37.3,25.8,88.0,36.9,58.7,19.6,16.3,63.7,121.1,-93.0,-70.4,-44.5,-15.2,12.7,41.0,72.9,100.0,-46.8,-64.4,12411227.0,290.0,55.2,58.5,971.0,14i 1732235455009998635 
997.0,1,5.0,92673.0,0.8,-0.8,0.008,237.8,49.951,22.1,52.9,61.6,19.9,32.9,113.8,73.5,59.9,103.6,-25.6,0.5,23.2,44.9,62.9,77.7,90.1,100.0,-100.0,-96.6,1096333.1,400.8,31.2,21.2,971.0,14i 1732235455009998635 
997.0,2,5.0,92674.0,2.3,-0.0,0.007,240.7,49.941,100.0,177.6,80.3,447.7,75.3,257.6,442.8,114.8,703.5,14.4,66.4,99.2,100.0,80.8,41.6,13.6,-3.2,35.2,-10.4,4557262.3,331.5,29.6,-26.3,971.0,14i 1732235455009998635 
997.0,0,5.0,92675.0,1.5,-1.5,0.017,237.6,49.99,43.8,146.9,305.0,239.9,132.9,106.2,89.7,52.4,40.3,-80.7,-97.2,-100.0,-92.0,100.0,68.0,51.1,36.0,22.4,12.5,12411241.5,288.5,53.6,58.6,966.0,14i 1732235635011012686 
997.0,1,5.0,92676.0,6.2,-3.1,0.022,238.6,50.0,61.5,44.6,133.4,175.1,32.0,236.1,213.9,14.4,212.2,-98.2,-76.5,-46.2,-17.7,100.0,71.3,50.0,32.7,9.2,-18.8,1096353.1,406.9,31.7,21.3,966.0,14i 1732235635011012686 
997.0,2,5.0,92677.0,0.8,3.8,0.014,241.5,49.99,17.6,10.2,62.1,62.1,14.6,89.5,42.0,45.5,86.1,81.1,85.7,94.3,100.0,-77.1,-100.0,-93.7,-58.9,-17.7,13.1,4557278.9,332.3,33.0,-26.8,966.0,14i 1732235635011012686 
997.0,0,5.0,92678.0,0.8,-5.4,0.024,237.5,50.029,35.4,45.0,119.6,134.2,51.5,84.0,58.1,46.4,77.0,-36.5,-83.2,-100.0,-90.5,-50.4,-10.9,5.1,7.3,6.6,-4.4,12411256.0,287.7,55.0,58.9,966.0,14i 1732235815004604534 
997.0,1,5.0,92679.0,3.1,-2.3,0.015,238.4,50.02,79.5,67.4,180.6,178.0,52.9,329.5,172.8,70.2,192.2,-24.0,-60.5,-86.9,-100.0,-93.0,-68.9,-35.9,-2.2,30.3,59.3,1096373.5,403.8,31.2,21.1,966.0,14i 1732235815004604534 
997.0,2,5.0,92680.0,0.0,3.8,0.016,241.3,50.02,32.4,32.5,80.0,146.6,41.1,182.3,142.2,66.0,122.2,-60.4,-61.5,-60.4,-54.8,-44.8,-27.8,-0.4,34.2,69.6,100.0,4557295.5,332.3,30.6,-26.2,966.0,14i 1732235815004604534 
997.0,0,5.0,92681.0,0.0,-3.8,0.014,237.3,50.029,100.0,10.0,124.4,285.2,276.0,56.1,18.2,159.9,320.3,-16.9,30.3,75.3,92.1,100.0,84.3,53.9,36.0,19.1,-9.0,12411270.4,287.7,55.6,58.7,971.0,14i 1732235995005476319 
997.0,1,5.0,92682.0,0.8,-2.3,0.011,238.3,50.02,100.0,53.7,237.9,146.3,133.3,370.3,210.6,89.6,223.9,-100.0,-62.5,5.1,61.0,93.4,100.0,96.3,94.1,95.6,83.1,1096393.7,404.6,30.5,21.4,971.0,14i 1732235995005476319 
997.0,2,5.0,92683.0,1.5,3.8,0.017,241.2,50.029,51.4,20.8,53.6,100.0,5.9,104.4,145.1,20.2,53.8,-98.8,-96.4,-85.5,-91.5,-97.6,-100.0,-100.0,-66.1,-6.7,41.8,4557312.1,330.8,31.6,-26.9,971.0,14i 1732235995005476319 
997.0,0,5.0,92684.0,1.5,0.8,0.007,237.2,50.029,100.0,113.0,334.1,464.6,541.4,362.3,63.5,502.7,554.1,100.0,32.8,16.4,-1.6,-11.5,-18.0,-24.6,-29.5,-44.3,-57.4,12411284.7,286.2,55.3,58.9,970.0,14i 1732236175009429575 
997.0,1,5.0,92685.0,0.8,0.8,0.005,238.2,50.02,100.0,82.9,375.9,417.1,110.3,614.2,285.4,198.8,506.9,100.0,0.7000000000000001,-43.0,-77.5,-98.7,-100.0,-81.5,-36.4,2.0,36.4,1096413.9,405.4,30.7,21.3,970.0,14i 1732236175009429575 
997.0,2,5.0,92686.0,1.5,1.5,0.009000000000000001,241.2,50.029,42.5,95.0,89.3,128.7,44.7,21.9,170.6,57.8,28.1,-89.2,-100.0,-93.2,-75.6,-33.5,10.2,51.1,82.4,100.0,94.9,4557328.7,329.2,30.8,-26.8,970.0,14i 1732236175009429575 
997.0,0,5.0,92687.0,0.0,0.0,0.002,237.4,50.01,8.0,52.0,133.8,90.0,104.7,87.3,71.9,36.7,51.5,-27.1,-57.6,-85.9,-98.5,-100.0,-95.4,-73.7,-39.3,-0.7000000000000001,31.5,12411299.0,286.2,55.9,58.9,967.0,14i 1732236355007375744 
997.0,1,5.0,92688.0,0.8,-0.8,0.003,238.4,50.0,18.5,44.2,103.5,210.2,79.2,212.7,212.5,76.6,171.5,-100.0,-82.2,-78.0,-33.5,14.4,38.1,56.4,84.3,100.0,94.1,1096434.2,406.2,31.2,21.3,967.0,14i 1732236355007375744 
997.0,2,5.0,92689.0,1.5,0.8,0.006,241.3,50.01,24.9,62.3,30.5,99.5,43.4,31.8,128.9,47.6,15.5,11.3,-31.6,-79.7,-100.0,-88.7,-85.9,-80.2,-61.0,-24.9,22.6,4557345.1,330.8,32.0,-26.8,967.0,14i 1732236355007375744 
997.0,0,5.0,92690.0,4.6,-1.5,0.016,236.7,50.0,84.6,94.6,249.7,149.7,141.5,29.1,16.1,49.5,111.9,100.0,99.3,93.8,80.5,61.8,34.8,4.5,-23.4,-46.7,-66.8,12411313.4,281.5,56.1,59.2,971.0,14i 1732236535006590289 
997.0,1,5.0,92691.0,0.8,-0.8,0.003,237.6,50.01,81.5,638.8,796.8,1284.2,835.4,588.3,1315.2,704.0,340.9,100.0,98.8,92.2,80.4,63.7,38.8,8.0,-25.4,-55.8,-79.4,1096454.5,405.4,31.4,21.3,971.0,14i 1732236535006590289 
997.0,2,5.0,92692.0,4.6,0.8,0.016,240.7,50.0,78.6,124.0,51.5,53.9,82.0,128.3,30.8,139.9,96.1,84.4,95.3,100.0,94.1,73.9,42.1,9.7,-19.7,-46.9,-66.9,4557361.7,326.2,32.7,-27.0,971.0,14i 1732236535006590289 
997.0,0,5.0,92693.0,9.2,0.0,0.038,237.0,50.0,66.2,130.2,195.1,236.8,164.7,22.3,42.9,149.9,136.9,-35.7,-68.5,-93.7,-100.0,-95.0,-80.7,-58.4,-36.6,100.0,92.0,12411327.4,290.8,55.5,58.4,1120.0,14i 1732236715156713461 
997.0,1,5.0,92694.0,3.8,0.8,0.02,238.1,49.98,77.5,189.8,38.7,183.5,180.4,120.2,289.1,127.6,110.2,86.8,68.9,37.1,-0.2,-41.4,-77.9,-100.0,-98.4,52.6,48.3,1096474.8,401.5,30.4,21.5,1120.0,14i 1732236715156713461 
997.0,2,5.0,92695.0,6.2,1.5,0.025,240.9,50.0,66.1,116.8,60.6,86.5,120.0,66.5,75.1,99.6,22.6,-27.4,-27.0,-29.0,-37.5,-51.6,-68.1,-85.5,-100.0,100.0,59.3,4557378.0,332.3,31.0,-26.8,1120.0,14i 1732236715156713461 
997.0,0,5.0,92696.0,3.1,1.5,0.015,237.2,50.0,100.0,194.4,360.5,371.7,360.9,108.0,52.2,236.1,314.9,79.7,100.0,-100.0,-93.2,-86.2,-80.6,-75.6,-67.6,-56.7,-44.0,12411342.0,287.7,55.0,58.8,966.0,14i 1732236895013180939 
997.0,1,5.0,92697.0,1.5,-0.8,0.006,238.2,50.01,100.0,221.3,397.0,382.8,113.3,596.6,770.7,157.7,513.7,88.0,100.0,-97.0,-92.7,-91.7,-95.7,-100.0,-96.7,-83.0,-65.7,1096494.8,403.1,30.2,21.6,966.0,14i 1732236895013180939 
997.0,2,5.0,92698.0,0.8,0.8,0.006,241.0,50.01,56.3,82.1,114.2,280.2,174.5,105.4,176.4,89.4,224.1,-93.5,-100.0,100.0,85.7,74.1,64.2,50.9,34.8,17.5,-1.9,4557394.6,331.5,30.6,-26.7,966.0,14i 1732236895013180939 
997.0,0,5.0,92699.0,0.8,2.3,0.008,236.8,49.99,100.0,285.6,683.5,589.1,560.7,400.2,260.6,310.0,607.0,49.9,36.7,24.9,13.2,-0.9,-17.8,-35.5,-52.7,-68.2,-84.0,12411356.3,288.5,55.7,58.6,966.0,15i 1732237074997826141 
997.0,1,5.0,92700.0,1.5,-0.8,0.004,237.8,49.99,17.9,71.8,19.1,34.8,56.5,71.1,52.1,49.5,60.6,-75.4,-32.7,20.4,74.4,100.0,93.4,71.6,48.8,41.2,40.3,1096514.9,401.5,29.2,21.5,966.0,15i 1732237074997826141 
997.0,2,5.0,92701.0,0.0,0.0,0.003,240.6,49.99,95.7,161.9,538.3,575.1,200.9,346.1,21.7,356.7,598.2,-49.9,-32.0,-14.7,-0.1,10.0,24.6,43.6,60.7,75.5,88.8,4557411.1,331.5,30.6,-26.7,966.0,15i 1732237074997826141 
997.0,0,5.0,92702.0,2.3,-3.8,0.018000000000000002,237.0,49.951,39.2,46.1,6.4,35.3,38.8,105.3,46.6,43.6,102.7,85.1,100.0,-54.7,-79.7,-94.7,-100.0,-97.9,-93.1,-81.3,-63.2,12411370.6,290.8,54.8,58.6,966.0,16i 1732237253998416716 
997.0,1,5.0,92703.0,2.3,-2.3,0.014,238.0,49.941,100.0,47.9,86.4,53.7,26.3,255.0,17.1,106.1,212.1,-55.2,-91.3,-100.0,-86.3,-51.4,-7.1,31.1,59.6,83.6,100.0,1096534.8,399.2,31.0,21.4,966.0,16i 1732237253998416716 
997.0,2,5.0,92704.0,1.5,3.1,0.014,240.8,49.941,25.8,5.5,13.8,69.0,10.5,88.0,104.2,26.4,47.7,-48.1,-100.0,-89.3,-14.5,45.0,93.9,100.0,72.5,42.0,19.1,4557427.5,333.1,29.0,-26.2,966.0,16i 1732237253998416716 
997.0,0,5.0,92705.0,6.9,-2.3,0.03,236.9,49.932,64.4,136.2,236.2,256.6,155.6,48.8,64.9,81.6,79.8,100.0,79.0,45.2,1.3,-38.9,-65.6,-87.3,-98.1,-100.0,-87.9,12411385.2,283.8,56.5,59.1,966.0,16i 1732237433015516327 
997.0,1,5.0,92706.0,6.2,-0.8,0.027,237.9,49.941,82.2,141.3,108.6,82.9,135.2,107.5,82.4,136.2,124.9,98.8,100.0,93.7,80.8,62.9,37.6,4.5,-30.8,-65.7,-88.3,1096554.8,405.4,31.9,21.2,966.0,16i 1732237433015516327 
997.0,2,5.0,92707.0,6.9,-1.5,0.029,240.7,49.941,37.3,50.2,46.5,17.6,41.7,102.4,58.8,57.7,55.6,98.7,100.0,84.3,52.9,49.0,62.1,55.6,28.1,8.5,41.2,4557444.2,326.2,33.5,-26.9,966.0,16i 1732237433015516327 
997.0,0,5.0,92708.0,3.1,0.8,0.013000000000000001,237.1,49.971,100.0,160.5,448.2,261.5,105.2,71.2,291.5,226.0,129.6,-100.0,21.8,49.8,72.6,86.6,96.0,100.0,96.0,80.4,56.6,12411399.3,286.9,56.3,58.8,966.0,16i 1732237613009457701 
997.0,1,5.0,92709.0,2.3,2.3,0.015,238.0,49.98,71.2,51.6,122.7,239.4,103.0,136.9,257.7,151.1,37.0,49.9,-100.0,-75.6,-51.8,-38.8,-16.2,11.5,44.5,70.7,94.3,1096575.1,403.1,30.8,21.6,966.0,16i 1732237613009457701 
997.0,2,5.0,92710.0,4.6,3.1,0.021,240.9,49.971,100.0,137.1,101.4,47.2,115.3,139.2,8.2,163.3,18.5,-100.0,44.1,44.9,51.5,54.8,69.5,86.8,97.8,100.0,92.3,4557460.5,330.8,31.3,-27.0,966.0,16i 1732237613009457701 
997.0,0,5.0,92711.0,0.8,-0.8,0.006,236.8,49.98,36.4,231.8,210.0,104.0,212.2,130.9,186.9,94.5,194.8,-36.0,-5.4,27.2,52.3,75.3,95.2,100.0,-93.2,-82.9,-84.1,12411413.7,286.2,56.2,58.9,966.0,16i 1732237793013105213 
997.0,1,5.0,92712.0,0.8,0.8,0.005,237.9,49.98,47.6,43.5,178.3,337.9,41.7,195.5,469.5,249.4,334.0,-57.5,-14.2,24.9,60.4,85.6,100.0,93.3,3.7,12.6,-7.8,1096595.2,403.8,31.1,21.4,966.0,16i 1732237793013105213 
997.0,2,5.0,92713.0,1.5,1.5,0.008,240.7,49.98,34.6,35.4,80.3,98.3,28.5,83.9,106.1,109.1,72.1,-21.8,8.4,40.8,69.3,87.7,100.0,93.9,-60.3,-58.7,-82.1,4557477.0,329.2,32.6,-26.9,966.0,16i 1732237793013105213 
997.0,0,5.0,92714.0,0.8,0.8,0.007,237.2,49.99,77.4,505.6,567.7,834.6,560.7,210.5,434.5,283.1,68.2,-69.9,-90.9,-100.0,-92.4,-84.0,-90.9,-89.3,-77.9,-45.9,100.0,12411428.0,286.9,56.3,58.8,971.0,16i 1732237973003639784 
997.0,1,5.0,92715.0,0.0,-1.5,0.006,238.2,50.01,100.0,107.5,269.5,132.1,158.6,343.9,237.6,232.9,414.8,-14.5,-21.1,-26.9,-33.1,-49.4,-73.5,-89.9,-100.0,-96.1,100.0,1096615.4,403.8,31.2,21.6,971.0,16i 1732237973003639784 
997.0,2,5.0,92716.0,1.5,1.5,0.007,241.2,50.01,43.7,107.1,123.2,213.5,52.6,239.4,142.2,105.2,398.6,-2.8,35.4,69.9,96.9,100.0,81.2,62.4,34.8,-0.30000000000000004,63.0,4557493.5,330.8,33.3,-27.0,971.0,16i 1732237973003639784 
997.0,0,5.0,92717.0,0.8,1.5,0.008,237.1,49.99,43.0,337.4,367.0,389.2,293.3,84.5,118.7,221.5,146.2,92.4,100.0,88.6,70.3,48.1,14.1,-25.9,-62.7,-87.0,-100.0,12411442.3,287.7,55.3,58.8,966.0,16i 1732238153010954130 
997.0,1,5.0,92718.0,0.0,-2.3,0.009000000000000001,238.1,49.99,100.0,106.1,300.9,457.4,20.2,716.7,767.2,169.3,592.3,43.8,90.6,100.0,95.8,92.7,65.9,-5.5,-69.0,-100.0,-84.8,1096635.6,403.8,31.3,21.3,966.0,16i 1732238153010954130 
997.0,2,5.0,92719.0,0.8,0.8,0.004,241.0,50.0,43.8,227.2,384.9,877.4,194.9,924.8,716.6,20.6,850.2,40.6,81.4,99.3,100.0,87.2,57.0,6.4,-45.4,-82.5,-100.0,4557510.0,330.0,32.9,-26.9,966.0,16i 1732238153010954130 
997.0,0,5.0,92720.0,0.0,-2.3,0.007,236.8,49.98,25.2,180.2,194.2,253.9,245.2,76.6,153.2,272.0,82.2,-21.5,-54.2,-75.5,-84.1,-87.8,-93.7,-97.7,-100.0,100.0,92.3,12411456.7,287.7,54.4,58.7,967.0,16i 1732238333012207380 
997.0,1,5.0,92721.0,0.8,-1.5,0.008,237.9,49.98,100.0,177.2,116.7,504.2,272.7,374.9,480.2,264.0,446.8,100.0,82.3,56.4,41.6,37.0,33.7,32.5,25.5,-100.0,-93.0,1096655.8,404.6,30.9,21.5,967.0,16i 1732238333012207380 
997.0,2,5.0,92722.0,0.8,2.3,0.011,240.5,50.0,66.1,80.6,186.8,274.4,81.0,309.4,318.3,101.0,290.8,-45.7,-35.8,-20.3,10.1,41.6,68.5,87.4,100.0,-100.0,-94.5,4557526.5,329.2,33.3,-27.3,967.0,16i 1732238333012207380 
997.0,0,5.0,92723.0,0.8,-0.8,0.003,237.0,49.971,24.0,10.6,20.5,186.1,151.6,147.5,247.8,219.5,98.1,92.7,100.0,97.7,85.7,67.0,44.0,19.4,-3.7,-27.6,-51.9,12411471.0,288.5,55.1,58.6,966.0,17i 1732238512998916607 
997.0,1,5.0,92724.0,2.3,-0.8,0.01,237.9,49.98,58.4,140.8,44.1,55.5,92.6,190.6,233.7,111.1,249.1,100.0,99.2,92.0,79.3,62.0,36.3,4.5,-28.2,-57.6,-80.7,1096675.9,402.3,30.4,21.5,966.0,17i 1732238512998916607 
997.0,2,5.0,92725.0,1.5,1.5,0.009000000000000001,240.7,49.98,21.1,20.2,59.6,18.9,32.1,30.2,29.0,9.8,42.7,100.0,87.0,72.2,55.5,39.8,22.6,2.5,-19.0,-40.0,-60.7,4557542.9,330.8,31.3,-27.0,966.0,17i 1732238512998916607 
997.0,0,5.0,92726.0,0.8,0.8,0.006,237.1,50.0,35.9,100.2,92.3,56.4,184.5,176.4,159.0,178.1,313.2,100.0,98.9,96.9,93.5,-100.0,-92.7,-67.9,-35.5,-1.9,30.9,12411485.5,287.7,55.6,58.7,966.0,17i 1732238692013804217 
997.0,1,5.0,92727.0,0.8,-2.3,0.009000000000000001,238.1,49.99,90.6,37.2,92.8,174.7,10.8,444.9,300.0,167.7,304.0,-74.5,-87.8,-95.0,-100.0,97.1,98.1,100.0,95.2,85.7,70.3,1096696.0,403.1,29.1,21.7,966.0,17i 1732238692013804217 
997.0,2,5.0,92728.0,0.8,-0.8,0.004,240.9,49.99,77.9,233.9,393.0,341.9,139.5,722.4,431.2,391.2,553.1,42.4,56.2,78.1,100.0,-100.0,-86.7,-71.2,-57.9,-51.6,-48.1,4557559.5,331.5,31.7,-26.8,966.0,17i 1732238692013804217 
997.0,0,5.0,92729.0,0.8,-1.5,0.007,237.3,50.01,100.0,376.1,343.9,208.3,454.7,344.8,376.7,439.3,795.3,-84.6,-100.0,-98.6,-87.4,-63.2,-32.9,-7.2,21.2,45.9,65.5,12411499.8,286.9,55.2,58.8,972.0,17i 1732238872020262487 
997.0,1,5.0,92730.0,1.5,1.5,0.009000000000000001,238.2,50.02,74.3,46.8,163.8,149.4,33.9,335.8,94.0,34.0,151.6,-61.3,-91.0,-100.0,-92.5,-66.3,-30.2,-3.0,19.1,44.7,62.8,1096716.2,404.6,30.3,21.5,972.0,17i 1732238872020262487 
997.0,2,5.0,92731.0,0.8,1.5,0.007,241.1,50.02,48.2,84.7,105.5,108.0,40.9,201.3,56.7,160.4,127.7,-0.7000000000000001,-36.1,-66.0,-89.7,-100.0,-99.0,-94.8,-84.5,-68.7,-56.7,4557576.0,330.8,32.3,-27.1,972.0,17i 1732238872020262487 
997.0,0,5.0,92732.0,1.5,-2.3,0.007,237.7,49.99,55.1,133.0,117.3,103.0,83.9,86.3,137.3,116.3,23.1,-84.8,-91.9,-100.0,-98.0,-90.9,-77.8,-56.6,-32.3,-21.2,-33.3,12411514.1,288.5,55.4,58.8,966.0,18i 1732239051997384087 
997.0,1,5.0,92733.0,0.8,0.0,0.006,238.6,49.98,41.5,27.7,198.5,38.0,55.8,195.0,69.3,100.2,48.2,-60.3,-77.1,-100.0,-98.5,-96.9,-63.4,-17.6,66.4,100.0,96.9,1096736.3,403.8,30.9,21.5,966.0,18i 1732239051997384087 
997.0,2,5.0,92734.0,3.1,2.3,0.015,241.4,49.99,31.5,7.4,45.9,19.9,7.5,46.9,27.1,44.3,34.8,-92.3,-81.2,-69.6,-58.7,-43.3,-18.8,14.1,47.4,77.1,100.0,4557592.5,333.8,30.0,-26.6,966.0,18i 1732239051997384087 
997.0,0,5.0,92735.0,0.0,-3.1,0.012,237.7,49.98,25.8,56.2,76.2,20.2,26.8,56.7,75.4,62.5,42.5,-81.2,-93.2,-100.0,100.0,89.7,75.9,59.2,39.1,18.8,1.9,12411528.5,288.5,54.2,58.6,966.0,18i 1732239231003700606 
997.0,1,5.0,92736.0,0.8,-3.1,0.014,238.5,49.99,100.0,53.8,179.1,88.9,116.3,153.8,175.0,153.6,160.4,36.1,69.4,100.0,-66.0,-88.2,-100.0,-78.5,-67.4,-80.6,-99.3,1096756.5,404.6,29.9,21.9,966.0,18i 1732239231003700606 
997.0,2,5.0,92737.0,0.8,3.1,0.013000000000000001,241.4,49.98,21.4,20.0,3.1,33.4,16.3,44.8,40.2,52.8,34.5,-100.0,-66.4,-10.5,-35.7,-58.0,-53.8,-0.7000000000000001,58.0,91.6,100.0,4557609.2,333.1,33.4,-27.0,966.0,18i 1732239231003700606 
997.0,0,5.0,92738.0,0.8,-2.3,0.009000000000000001,237.8,50.01,100.0,27.2,75.8,541.5,652.2,315.4,154.7,511.0,326.7,74.5,95.1,100.0,95.1,86.0,79.9,69.6,56.8,44.7,-100.0,12411542.9,287.7,53.8,58.8,966.0,19i 1732239410998365034 
997.0,1,5.0,92739.0,0.8,2.3,0.01,238.7,50.02,100.0,106.2,28.7,92.8,144.4,41.3,231.6,130.9,19.9,86.2,100.0,96.6,77.9,44.8,3.4,-40.0,-79.3,-100.0,-6.9,1096776.6,405.4,30.6,21.5,966.0,19i 1732239410998365034 
997.0,2,5.0,92740.0,0.0,1.5,0.007,241.6,50.01,15.5,45.6,14.8,61.9,29.6,21.4,105.1,40.5,48.1,-82.3,-92.7,-100.0,-90.3,-34.7,29.8,69.4,85.5,100.0,25.0,4557625.7,333.1,30.7,-26.8,966.0,19i 1732239410998365034 
997.0,0,5.0,92741.0,0.0,0.8,0.006,238.1,50.01,73.8,639.9,705.3,1332.2,1047.0,207.6,388.2,751.0,756.1,100.0,78.0,50.6,20.0,-28.6,-71.8,-100.0,-95.3,-74.1,-76.5,12411557.3,287.7,54.1,58.8,972.0,19i 1732239590011732785 
997.0,1,5.0,92742.0,0.0,-3.8,0.015,239.0,50.0,100.0,19.8,185.0,126.3,31.8,133.0,112.4,4.1,36.8,100.0,52.2,-4.5,-48.4,-85.4,-100.0,-67.5,-52.2,-21.0,-5.1,1096796.9,405.4,29.5,22.0,972.0,19i 1732239590011732785 
997.0,2,5.0,92743.0,1.5,3.1,0.013000000000000001,241.9,50.01,34.5,63.3,14.1,86.9,34.7,40.4,158.1,60.2,96.0,100.0,90.5,83.6,81.0,74.4,73.5,84.5,-100.0,-53.1,-10.8,4557642.4,334.6,32.3,-27.1,972.0,19i 1732239590011732785 
997.0,0,5.0,92744.0,0.8,-0.0,0.004,237.7,50.02,100.0,1563.9,1891.0,2650.4,1868.7,412.1,489.9,1152.7,993.7,-46.3,-61.7,-70.7,-80.4,-92.2,-100.0,-96.7,-85.1,-68.1,100.0,12411571.6,286.9,54.0,58.8,966.0,19i 1732239770003386099 
997.0,1,5.0,92745.0,0.8,3.8,0.016,238.7,50.02,42.8,34.5,70.0,77.4,15.0,85.4,39.2,38.3,19.6,-47.2,-35.4,-19.2,-0.7000000000000001,25.1,59.0,89.3,100.0,90.8,-65.3,1096817.2,406.2,32.4,21.5,966.0,19i 1732239770003386099 
997.0,2,5.0,92746.0,3.8,3.1,0.018000000000000002,241.4,50.029,77.9,50.0,21.6,142.5,34.1,95.2,253.3,76.5,242.6,10.1,24.6,62.3,56.5,27.5,-10.1,-1.4,62.3,100.0,-76.8,4557659.1,330.8,34.0,-27.0,966.0,19i 1732239770003386099 
997.0,0,5.0,92747.0,0.0,-1.5,0.01,237.3,50.0,38.5,103.4,40.3,31.7,9.6,69.1,47.2,124.1,123.1,26.7,58.1,87.5,99.5,100.0,88.0,66.3,42.7,24.8,2.7,12411586.0,286.9,54.6,58.9,966.0,19i 1732239950002780347 
997.0,1,5.0,92748.0,2.3,-3.8,0.016,238.2,50.0,100.0,97.7,76.1,61.7,135.0,151.1,43.9,112.2,172.1,-21.9,20.3,64.3,89.4,100.0,97.4,86.5,71.7,67.8,61.1,1096837.5,403.8,33.5,21.1,966.0,19i 1732239950002780347 
997.0,2,5.0,92749.0,1.5,3.1,0.013000000000000001,241.1,49.99,54.4,132.2,37.1,56.6,97.9,12.1,30.8,138.7,97.4,-100.0,-90.2,-69.4,-49.8,-33.9,-24.2,-16.8,2.1,29.7,65.1,4557675.7,329.2,33.2,-26.7,966.0,19i 1732239950002780347 
997.0,0,5.0,92750.0,0.0,-6.2,0.029,237.7,49.99,77.6,110.0,148.1,161.2,88.6,141.7,124.1,46.4,143.7,73.4,90.6,100.0,97.2,82.7,56.2,23.3,-9.5,-41.4,-65.8,12411600.3,286.9,54.5,58.6,966.0,19i 1732240130014831263 
997.0,1,5.0,92751.0,2.3,-4.6,0.02,238.5,49.99,47.2,16.8,44.2,83.6,42.7,107.8,59.9,26.0,84.5,100.0,92.5,78.5,60.7,41.5,22.0,3.6,-15.1,-34.1,-52.8,1096857.7,406.2,30.4,21.6,966.0,19i 1732240130014831263 
997.0,2,5.0,92752.0,3.8,4.6,0.023,241.4,49.99,100.0,107.2,107.3,187.7,113.5,217.2,204.6,159.2,253.0,99.4,100.0,91.9,76.3,55.4,31.7,7.6,-15.2,-36.4,-56.4,4557692.1,333.1,32.1,-27.0,966.0,19i 1732240130014831263 
