sensor,phase,event,seq,active,reactive,current,voltage,frequency,hr0,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,tr0,tr1,tr2,tr3,tr4,tr5,tr6,tr7,tr8,tr9,draw,power,thd,shift,capture,lag
997.0,1,5.0,92571.0,0.8,1.5,0.006,236.9,49.99,24.1,34.9,51.4,55.5,52.2,90.7,75.3,38.6,34.0,-39.9,-68.3,-90.9,-100.0,-94.5,-76.7,-53.7,-33.7,100.0,86.2,1095649.8,398.5,30.4,21.7,966.0,22i 1732229339012436027 
997.0,2,5.0,92572.0,1.5,0.8,0.006,239.8,50.0,80.3,136.4,72.0,160.7,138.1,283.3,34.5,223.7,106.2,34.4,45.9,9.8,-52.5,-100.0,-98.4,-41.0,21.3,100.0,85.2,4556703.5,328.5,31.5,-26.8,966.0,22i 1732229339012436027 
997.0,0,5.0,92573.0,3.1,-1.5,0.015,236.0,50.02,57.8,36.5,66.0,134.7,100.9,163.0,157.2,153.3,99.0,100.0,63.9,-16.7,-86.1,-100.0,-75.0,-50.0,-52.8,27.8,47.2,12410753.5,286.9,57.1,58.6,966.0,22i 1732229519008457592 
997.0,1,5.0,92574.0,2.3,1.5,0.012,236.8,50.02,72.3,22.2,111.7,153.6,39.5,296.0,101.3,60.9,172.0,-100.0,-69.4,-35.0,-1.3,34.4,67.5,90.4,100.0,0.0,-27.4,1095669.7,400.8,31.5,21.4,966.0,22i 1732229519008457592 
997.0,2,5.0,92575.0,1.5,0.8,0.008,239.8,50.029,96.7,191.4,114.2,257.1,163.3,27.1,272.9,418.1,171.8,22.3,13.7,-13.7,-49.6,-74.1,-88.5,-97.1,-100.0,100.0,45.3,4556719.9,326.9,31.7,-26.8,966.0,22i 1732229519008457592 
997.0,0,5.0,92576.0,1.5,0.8,0.005,236.2,50.01,20.0,81.2,84.1,126.2,150.0,136.5,243.3,110.1,83.2,-80.9,-65.3,-39.8,-8.8,23.2,51.1,72.9,88.1,96.2,100.0,12410767.8,288.5,55.9,58.5,966.0,22i 1732229699012578754 
997.0,1,5.0,92577.0,0.8,-0.0,0.006,237.1,50.0,85.2,322.1,45.0,296.6,383.1,508.5,351.4,342.0,794.4,0.5,-34.3,-71.4,-94.8,-100.0,-89.7,-74.6,-52.6,-31.9,-10.8,1095689.8,400.0,31.5,21.4,966.0,22i 1732229699012578754 
997.0,2,5.0,92578.0,2.3,0.0,0.008,240.0,50.01,70.1,74.3,56.2,162.2,181.6,65.1,22.0,182.1,150.8,-17.7,-42.0,-62.9,-80.3,-93.2,-100.0,-94.7,-81.6,-69.2,-62.1,4556736.3,329.2,31.2,-26.7,966.0,22i 1732229699012578754 
997.0,0,5.0,92579.0,0.8,-1.5,0.004,235.9,50.0,59.6,301.8,591.6,506.7,346.5,136.8,607.1,107.4,165.0,100.0,92.9,81.0,64.5,44.8,23.7,1.5,-20.0,-40.2,-59.0,12410782.2,287.7,56.1,58.4,971.0,22i 1732229879007667036 
997.0,1,5.0,92580.0,0.0,-0.8,0.004,237.0,50.0,54.1,324.4,181.1,314.2,370.7,490.7,230.8,77.7,317.3,100.0,98.7,91.9,77.8,59.4,37.9,14.0,-11.0,-33.7,-56.0,1095709.8,400.0,31.2,21.5,971.0,22i 1732229879007667036 
997.0,2,5.0,92581.0,1.5,1.5,0.009000000000000001,239.7,49.98,65.9,64.4,73.0,71.2,203.2,157.5,152.5,41.4,208.9,90.8,100.0,98.4,87.6,68.1,41.8,6.9,-31.2,-64.7,-89.7,4556752.8,327.7,31.8,-27.0,971.0,22i 1732229879007667036 
997.0,0,5.0,92582.0,1.5,-0.0,0.006,235.5,49.941,48.6,120.0,131.0,190.5,271.6,169.5,333.9,175.3,151.6,-100.0,-79.6,-45.3,-6.7,16.9,5.3,-48.9,100.0,55.6,8.9,12410796.6,286.2,55.8,58.6,966.0,23i 1732230058998332798 
997.0,1,5.0,92583.0,0.8,2.3,0.008,236.5,49.932,100.0,54.7,113.1,260.5,156.4,408.2,197.8,508.3,298.6,-18.0,3.4,35.0,70.3,94.9,100.0,78.9,-85.6,-92.7,-100.0,1095729.7,399.2,32.4,21.3,966.0,23i 1732230058998332798 
997.0,2,5.0,92584.0,2.3,3.1,0.014,239.5,49.932,100.0,37.7,95.7,34.5,55.9,86.6,304.4,63.1,211.4,-45.6,-21.0,16.4,59.2,90.7,100.0,86.7,-36.9,-63.7,-89.4,4556769.0,325.4,32.2,-26.7,966.0,23i 1732230058998332798 
997.0,0,5.0,92585.0,0.8,-1.5,0.006,235.7,49.961,55.2,154.6,304.1,158.1,114.1,23.4,450.4,300.8,207.0,-83.1,-56.9,-38.5,-40.0,-58.5,-52.3,-7.7,24.6,52.3,76.9,12410810.9,286.9,55.9,58.6,966.0,23i 1732230238005359500 
997.0,1,5.0,92586.0,0.8,-0.0,0.005,236.7,49.961,25.7,62.5,47.7,41.8,38.6,36.5,23.0,180.2,166.4,76.0,97.4,100.0,73.4,22.8,-22.8,-54.0,-81.6,-96.9,-100.0,1095749.6,398.5,31.2,21.3,966.0,23i 1732230238005359500 
997.0,2,5.0,92587.0,2.3,0.0,0.009000000000000001,239.6,49.961,27.3,49.8,54.8,63.7,23.0,69.3,7.4,36.3,26.6,30.8,76.7,100.0,95.8,69.2,43.3,25.0,15.8,14.2,10.0,4556785.3,327.7,30.2,-26.6,966.0,23i 1732230238005359500 
997.0,0,5.0,92588.0,0.8,0.8,0.006,236.0,49.98,49.9,123.8,15.3,131.5,270.1,199.2,195.4,360.3,312.1,-51.4,-84.3,-100.0,-94.9,-77.7,-79.7,-69.1,-54.9,-12.9,45.8,12410825.2,287.7,56.1,58.5,971.0,23i 1732230418003004467 
997.0,1,5.0,92589.0,1.5,-1.5,0.01,237.0,50.0,32.5,38.8,43.0,101.8,20.6,104.7,60.8,39.0,87.5,-22.4,-56.9,-76.8,-78.6,-68.1,-100.0,-78.8,-63.6,-37.2,19.7,1095769.6,396.9,32.0,21.6,971.0,23i 1732230418003004467 
997.0,2,5.0,92590.0,1.5,-0.8,0.006,239.9,50.0,57.4,331.1,120.5,126.8,337.6,124.9,288.0,576.6,40.6,84.2,68.4,63.6,72.2,86.6,-62.7,-80.9,-100.0,-86.6,-43.1,4556801.7,329.2,30.7,-26.4,971.0,23i 1732230418003004467 
997.0,0,5.0,92591.0,2.3,-0.8,0.008,236.3,50.01,44.2,126.9,92.6,59.9,81.9,100.9,87.6,190.6,78.8,-84.7,-64.5,-40.8,-17.1,12.9,40.8,65.2,72.8,78.4,87.5,12410839.6,290.0,55.6,58.3,966.0,23i 1732230598008197418 
997.0,1,5.0,92592.0,2.3,0.8,0.009000000000000001,237.2,50.02,65.6,59.5,235.8,241.8,45.3,344.9,195.0,119.9,403.7,91.4,100.0,100.0,88.1,76.2,56.8,40.5,21.1,-0.5,-41.6,1095789.4,399.2,31.7,21.4,966.0,23i 1732230598008197418 
997.0,2,5.0,92593.0,0.0,3.8,0.015,240.2,50.02,67.5,75.9,52.2,45.5,99.5,125.8,57.4,199.5,87.1,-56.1,-78.8,-95.5,-100.0,-75.8,-10.6,54.5,97.0,100.0,59.1,4556818.2,329.2,31.2,-26.9,966.0,23i 1732230598008197418 
997.0,0,5.0,92594.0,4.6,0.8,0.019,235.8,50.029,80.8,85.4,131.9,93.8,85.2,7.9,105.1,37.7,17.2,91.5,98.8,100.0,91.9,80.2,60.9,27.7,-12.6,-45.7,-69.0,12410854.1,285.4,55.8,58.8,966.0,23i 1732230778001308587 
997.0,1,5.0,92595.0,3.8,0.8,0.019,236.9,50.02,83.2,202.0,100.4,164.7,189.4,142.6,246.5,192.1,47.9,100.0,94.9,84.6,70.7,50.7,26.5,3.9,-18.0,-39.6,-58.6,1095809.4,403.1,32.5,21.1,966.0,23i 1732230778001308587 
997.0,2,5.0,92596.0,3.8,1.5,0.015,239.8,50.01,73.7,166.2,136.2,24.7,130.2,166.7,93.3,127.6,219.6,71.1,91.6,100.0,93.9,78.0,55.4,27.1,-3.8,-36.4,-67.5,4556834.6,325.4,32.3,-26.9,966.0,23i 1732230778001308587 
997.0,0,5.0,92597.0,0.0,-2.3,0.005,236.5,49.99,22.7,142.8,170.4,193.3,192.7,89.9,83.2,172.7,231.2,-79.9,-79.0,-79.9,-91.8,-100.0,-92.7,-61.6,-5.9,51.6,100.0,12410868.4,285.4,56.4,58.9,968.0,23i 1732230958014981672 
997.0,1,5.0,92598.0,0.0,-1.5,0.009000000000000001,237.4,49.98,94.8,182.2,98.8,115.6,118.9,138.0,171.8,107.9,144.6,19.1,34.6,44.9,48.3,51.3,61.3,72.2,83.3,92.5,100.0,1095829.5,403.1,32.4,20.9,968.0,23i 1732230958014981672 
997.0,2,5.0,92599.0,1.5,1.5,0.009000000000000001,240.3,49.98,32.3,28.8,61.6,66.5,39.4,52.0,109.0,26.3,149.8,46.5,72.2,88.2,95.4,98.7,100.0,97.6,91.4,82.6,71.6,4556850.9,326.9,31.0,-26.6,968.0,23i 1732230958014981672 
997.0,0,5.0,92600.0,3.1,-1.5,0.012,236.7,50.01,40.1,80.4,77.8,102.7,62.9,45.5,91.4,69.2,34.5,-86.2,-100.0,-94.6,-64.7,-19.8,31.1,72.5,100.0,-41.9,-21.6,12410882.6,288.5,55.4,58.7,1121.0,23i 1732231138159071182 
997.0,1,5.0,92601.0,0.0,-1.5,0.006,237.6,50.01,85.0,33.0,123.9,411.3,271.8,243.4,561.1,162.0,121.5,-67.3,-98.8,-100.0,-46.7,23.6,89.1,100.0,46.7,24.8,-29.7,1095849.7,403.1,32.5,21.1,1121.0,23i 1732231138159071182 
997.0,2,5.0,92602.0,2.3,1.5,0.009000000000000001,240.7,50.0,49.1,32.9,31.6,20.5,98.0,231.8,14.3,43.5,125.3,-45.3,-67.5,-86.4,-97.6,-98.2,-95.6,-95.6,-100.0,100.0,74.3,4556867.2,329.2,31.8,-26.7,1121.0,23i 1732231138159071182 
997.0,0,5.0,92603.0,1.5,1.5,0.007,236.6,50.01,25.5,51.4,65.7,79.5,78.1,75.6,109.1,89.9,32.6,3.1,-20.8,-50.7,-79.5,-100.0,90.4,90.2,97.2,100.0,94.8,12410897.1,286.9,56.8,58.8,971.0,23i 1732231318004120644 
997.0,1,5.0,92604.0,0.8,-0.8,0.005,237.6,50.02,83.7,151.0,136.9,69.9,89.9,324.9,313.3,164.2,519.6,-1.7000000000000002,-10.6,-25.7,-58.9,-100.0,97.9,81.2,93.5,100.0,76.4,1095869.8,403.8,32.3,21.1,971.0,23i 1732231318004120644 
997.0,2,5.0,92605.0,0.8,-0.0,0.002,240.5,50.02,75.2,162.5,459.4,757.8,43.5,1068.7,1285.3,460.5,78.0,-6.0,-13.1,-11.6,16.3,82.5,-100.0,-53.8,27.5,88.8,100.0,4556883.7,328.5,31.8,-26.7,971.0,23i 1732231318004120644 
997.0,0,5.0,92606.0,1.5,-1.5,0.01,236.7,50.039,57.0,249.4,257.1,126.6,35.0,128.7,28.2,100.8,37.8,89.0,100.0,100.0,81.3,59.3,19.8,-50.5,-84.6,-97.8,-100.0,12410911.4,285.4,56.3,58.8,972.0,23i 1732231498005716638 
997.0,1,5.0,92607.0,0.0,2.3,0.01,237.6,50.029,91.1,88.6,408.3,194.7,163.4,428.6,407.5,129.1,516.5,-93.4,-100.0,-63.5,-15.8,45.6,92.9,100.0,74.7,33.6,-20.3,1095890.0,403.8,31.1,21.4,972.0,23i 1732231498005716638 
997.0,2,5.0,92608.0,0.0,2.3,0.009000000000000001,240.5,50.029,52.7,103.2,156.2,244.2,139.3,91.2,290.9,124.4,212.8,-72.5,-95.6,-100.0,-92.6,-74.9,-57.7,-48.4,-40.0,-35.1,-30.2,4556900.1,328.5,32.2,-27.0,972.0,23i 1732231498005716638 
997.0,0,5.0,92609.0,0.8,-0.8,0.004,236.7,49.99,21.7,286.6,200.8,42.9,127.9,131.8,126.8,137.2,114.7,-94.7,-100.0,-77.7,-44.9,-8.5,26.7,54.3,78.3,94.1,100.0,12410925.7,286.2,56.8,58.8,971.0,23i 1732231678008068306 
997.0,1,5.0,92610.0,1.5,1.5,0.009000000000000001,237.7,49.99,100.0,181.9,331.4,311.6,282.4,354.9,566.6,218.5,288.2,-100.0,-90.2,-56.3,-20.1,9.0,39.8,67.2,90.2,100.0,93.9,1095910.2,405.4,31.6,21.2,971.0,23i 1732231678008068306 
997.0,2,5.0,92611.0,1.5,0.8,0.008,240.6,49.99,68.0,167.1,308.7,159.8,226.7,374.5,189.4,90.0,244.3,-100.0,-76.6,-35.0,5.2,43.5,74.8,93.6,100.0,93.3,73.4,4556916.5,326.9,32.5,-27.0,971.0,23i 1732231678008068306 
997.0,0,5.0,92612.0,1.5,0.8,0.009000000000000001,236.9,49.971,100.0,446.2,223.6,232.0,327.0,356.2,336.8,384.0,524.6,-100.0,-63.4,-48.4,-22.6,-11.8,-29.0,-57.0,-87.1,-97.8,100.0,12410940.0,284.6,57.3,58.9,966.0,23i 1732231858006068562 
997.0,1,5.0,92613.0,1.5,-0.8,0.006,237.9,49.971,34.7,55.5,54.0,80.3,93.1,61.4,55.2,12.5,175.5,36.0,17.8,-4.9,-26.0,-46.4,-66.4,-84.2,-97.1,-100.0,98.7,1095930.5,406.9,31.3,21.2,966.0,23i 1732231858006068562 
997.0,2,5.0,92614.0,0.0,0.8,0.003,240.7,49.961,72.4,108.4,276.3,211.9,67.6,286.8,113.6,94.3,645.9,15.2,-19.0,-51.7,-75.8,-91.9,-100.0,-96.2,-81.5,-53.1,79.1,4556932.9,326.9,32.7,-27.2,966.0,23i 1732231858006068562 
997.0,0,5.0,92615.0,3.1,-1.5,0.017,236.5,49.99,96.1,267.1,292.8,404.7,315.3,179.1,45.6,242.0,263.8,3.7,40.7,85.2,100.0,55.6,-100.0,-40.7,-40.7,-85.2,-92.6,12410954.2,287.7,56.4,58.7,966.0,23i 1732232038004816485 
997.0,1,5.0,92616.0,5.4,-1.5,0.021,237.5,49.99,80.2,139.5,27.2,57.9,130.3,9.2,107.5,105.8,94.6,-43.6,-47.5,-53.5,-68.3,-100.0,67.3,87.1,100.0,99.0,89.1,1095950.8,401.5,31.7,21.3,966.0,23i 1732232038004816485 
997.0,2,5.0,92617.0,2.3,2.3,0.014,240.5,49.99,34.5,36.7,76.4,12.8,41.9,119.3,86.9,36.2,133.1,94.0,99.3,100.0,97.3,90.0,-100.0,-80.7,-70.7,-72.0,-54.0,4556949.2,329.2,30.4,-26.7,966.0,23i 1732232038004816485 
997.0,0,5.0,92618.0,2.3,-2.3,0.013000000000000001,236.9,49.99,70.2,258.1,315.0,483.7,481.7,242.4,95.2,309.1,255.2,-15.9,-30.5,-49.7,-70.7,-88.4,-97.8,-99.6,-100.0,100.0,91.4,12410968.6,285.4,56.6,59.0,966.0,23i 1732232218011854050 
997.0,1,5.0,92619.0,3.1,0.8,0.011,237.9,49.99,77.8,94.5,296.5,232.9,72.3,438.3,367.2,80.8,162.3,-89.8,-94.9,-97.9,-100.0,-82.6,-32.4,29.4,100.0,23.1,34.8,1095970.9,404.6,32.6,21.0,966.0,23i 1732232218011854050 
997.0,2,5.0,92620.0,0.8,1.5,0.009000000000000001,240.8,49.98,100.0,80.4,221.2,172.9,91.7,321.4,284.8,279.2,113.4,24.3,-19.4,-66.9,-100.0,-95.9,-70.6,-37.8,-3.1,-2.7,40.7,4556965.7,328.5,31.0,-26.5,966.0,23i 1732232218011854050 
997.0,0,5.0,92621.0,4.6,0.0,0.019,237.0,50.02,63.7,153.4,168.5,240.0,233.4,91.3,68.3,86.5,136.0,-50.5,-13.8,25.7,69.7,90.8,92.7,100.0,98.2,85.3,66.1,12410982.9,290.0,56.2,58.6,971.0,23i 1732232398003636967 
997.0,1,5.0,92622.0,3.8,0.8,0.017,238.0,50.02,80.6,125.5,137.0,183.7,73.2,284.9,281.2,130.2,192.3,67.6,65.9,68.7,69.4,58.7,36.6,7.3,-24.3,-49.0,-72.0,1095991.1,400.8,31.7,21.3,971.0,23i 1732232398003636967 
997.0,2,5.0,92623.0,3.1,0.8,0.013000000000000001,240.8,50.02,69.4,105.0,171.2,51.9,93.0,257.1,128.3,85.1,79.7,-83.6,-93.4,-96.1,-91.4,-77.0,-55.9,-19.7,19.7,57.2,88.8,4556982.1,331.5,30.2,-26.4,971.0,23i 1732232398003636967 
997.0,0,5.0,92624.0,1.5,1.5,0.009000000000000001,237.1,50.029,100.0,89.3,229.9,288.4,422.0,395.8,43.5,99.8,393.7,-100.0,-63.7,-23.4,-4.0,4.0,24.2,46.8,81.5,100.0,99.2,12410997.4,288.5,55.7,58.8,966.0,23i 1732232578003469430 
997.0,1,5.0,92625.0,0.8,1.5,0.007,238.0,50.02,65.8,51.4,81.4,69.3,114.4,262.8,250.1,19.7,165.0,-100.0,-89.6,-76.4,-71.0,-56.2,-18.9,22.7,73.2,100.0,81.9,1096011.2,401.5,32.7,21.1,966.0,23i 1732232578003469430 
997.0,2,5.0,92626.0,0.8,1.5,0.008,241.0,50.02,77.9,89.2,121.8,235.1,110.0,119.5,302.3,205.7,260.9,100.0,71.9,18.0,-44.9,-87.6,-100.0,-94.4,-60.7,-31.5,-28.1,4556998.7,330.8,30.1,-26.2,966.0,23i 1732232578003469430 
997.0,0,5.0,92627.0,4.6,-3.1,0.02,236.7,50.0,59.0,47.8,29.1,59.0,44.8,72.7,61.3,45.3,41.2,-100.0,-80.0,-50.4,-16.7,18.4,56.5,83.8,100.0,94.4,68.9,12411011.7,283.8,56.7,59.1,966.0,12i 1732232757999746779 
997.0,1,5.0,92628.0,3.1,-0.8,0.016,237.6,50.02,98.1,150.1,129.9,243.0,183.6,211.3,279.1,122.3,200.4,-70.8,-98.3,-100.0,-74.7,-28.5,26.3,72.1,99.4,100.0,73.6,1096031.1,404.6,32.6,21.0,966.0,12i 1732232757999746779 
997.0,2,5.0,92629.0,4.6,-2.3,0.02,240.5,50.01,47.8,82.0,60.5,29.3,41.4,93.6,70.3,49.1,78.3,-9.8,-23.1,-8.2,19.4,51.2,82.5,100.0,99.5,77.2,30.0,4557015.1,326.2,31.6,-26.9,966.0,12i 1732232757999746779 
997.0,0,5.0,92630.0,0.8,0.8,0.005,236.8,50.0,39.9,389.7,255.3,443.1,441.9,284.1,68.1,22.5,184.4,97.4,100.0,98.1,87.5,69.5,47.0,19.0,-12.3,-41.7,-68.0,12411025.9,284.6,57.4,59.0,966.0,12i 1732232937005241938 
997.0,1,5.0,92631.0,0.8,-1.5,0.006,237.9,50.02,56.2,40.2,217.0,263.2,78.8,631.2,460.1,56.3,487.4,78.1,94.2,100.0,93.7,73.0,40.9,3.7,-30.2,-57.7,-79.0,1096051.4,405.4,31.6,21.2,966.0,12i 1732232937005241938 
997.0,2,5.0,92632.0,1.5,0.8,0.006,240.7,50.01,51.2,103.5,161.5,193.7,42.7,169.6,233.8,131.5,231.9,100.0,89.9,78.5,63.8,45.4,26.0,5.7,-15.9,-38.4,-61.1,4557031.5,327.7,32.1,-26.9,966.0,12i 1732232937005241938 
997.0,0,5.0,92633.0,3.1,-0.8,0.014,236.8,50.02,53.3,33.3,72.9,159.0,149.0,145.1,44.8,28.6,119.8,41.1,5.5,-41.1,-80.4,-100.0,-91.4,-81.6,-68.1,-73.0,-86.5,12411040.0,287.7,56.7,58.7,966.0,13i 1732233116999961718 
997.0,1,5.0,92634.0,1.5,-1.5,0.008,237.7,50.01,100.0,115.1,296.0,264.3,93.3,32.5,352.1,228.0,174.5,51.4,10.8,-37.8,-79.7,-100.0,-91.2,-76.4,-62.2,-45.3,-36.5,1096071.5,403.8,32.0,21.0,966.0,13i 1732233116999961718 
997.0,2,5.0,92635.0,1.5,0.0,0.007,240.6,50.01,54.0,133.2,156.8,95.2,110.3,113.4,24.2,108.9,52.8,20.2,-14.1,-50.7,-81.7,-100.0,-97.7,-88.3,-71.8,-49.8,-22.1,4557047.7,329.2,31.5,-26.8,966.0,13i 1732233116999961718 
997.0,0,5.0,92636.0,0.8,-0.8,0.001,237.2,50.0,74.3,3380.7,3628.8,4609.6,3115.6,1183.8,1034.4,3418.5,2072.0,100.0,80.3,47.7,22.1,-6.7,-36.5,-67.5,-96.8,-100.0,-90.4,12411054.4,288.5,56.5,58.7,969.0,13i 1732233296012419157 
997.0,1,5.0,92637.0,1.5,2.3,0.013000000000000001,238.2,50.0,100.0,72.2,233.5,108.3,78.5,56.7,424.1,131.4,161.7,100.0,66.3,20.1,-12.9,-43.9,-76.2,-100.0,-16.2,-33.3,-31.4,1096091.7,402.3,31.3,21.4,969.0,13i 1732233296012419157 
997.0,2,5.0,92638.0,3.1,-0.8,0.011,241.1,49.99,36.5,51.2,61.1,24.5,40.5,100.2,4.2,57.8,78.9,100.0,81.6,39.7,-0.4,-40.6,-74.9,-100.0,23.0,28.9,51.5,4557064.2,332.3,29.9,-26.5,969.0,13i 1732233296012419157 
997.0,0,5.0,92639.0,1.5,-0.0,0.006,236.9,49.99,41.5,136.8,218.3,315.7,535.1,335.7,62.8,454.7,589.8,62.6,53.3,46.3,38.1,25.3,5.1,-18.8,-42.2,-64.1,-84.8,12411068.8,286.9,55.8,58.8,966.0,14i 1732233475997293212 
997.0,1,5.0,92640.0,0.0,1.5,0.006,237.8,50.0,100.0,173.7,428.8,383.4,180.0,928.8,783.1,132.4,729.7,-67.1,-85.2,-98.1,-100.0,-92.9,-73.5,-41.3,-2.6,23.2,35.5,1096111.7,402.3,31.8,21.2,966.0,14i 1732233475997293212 
997.0,2,5.0,92641.0,2.3,1.5,0.009000000000000001,240.7,49.99,95.5,173.9,192.1,202.0,124.2,108.9,450.6,83.1,118.9,17.7,47.3,66.9,81.3,92.1,97.7,100.0,99.8,99.5,96.5,4557080.7,330.0,30.5,-26.4,966.0,14i 1732233475997293212 
997.0,0,5.0,92642.0,1.5,0.8,0.007,236.9,49.99,70.6,145.4,162.2,156.8,377.6,344.8,216.0,339.5,424.5,-76.0,-63.3,100.0,67.0,28.4,-9.1,-38.2,-60.4,-78.3,-90.2,12411083.1,288.5,56.5,58.7,966.0,14i 1732233655005187197 
997.0,1,5.0,92643.0,0.0,-0.8,0.003,237.8,49.99,71.7,404.4,283.6,350.0,423.3,568.0,305.5,794.1,350.9,-85.4,-100.0,100.0,97.8,85.2,72.0,63.7,55.7,45.3,32.4,1096131.8,402.3,31.5,21.3,966.0,14i 1732233655005187197 
997.0,2,5.0,92644.0,0.0,2.3,0.01,240.7,50.0,71.6,25.2,34.3,144.2,59.0,120.2,265.7,83.2,203.0,-76.0,-100.0,100.0,89.7,53.4,43.2,62.3,74.7,73.3,65.1,4557097.2,330.0,30.9,-26.7,966.0,14i 1732233655005187197 
997.0,0,5.0,92645.0,1.5,-0.8,0.005,236.6,49.971,77.9,348.0,81.8,125.2,250.7,145.7,240.5,320.5,249.4,-27.1,-42.1,-59.0,-79.7,-95.9,-100.0,-93.4,-79.7,92.2,97.5,12411097.5,286.9,56.8,58.8,966.0,14i 1732233835016138736 
997.0,1,5.0,92646.0,1.5,1.5,0.01,237.5,49.971,66.2,29.0,59.8,32.9,29.9,34.0,78.0,61.6,91.0,-100.0,-62.5,-22.6,-4.5,4.5,25.9,59.6,100.0,79.6,22.6,1096152.0,403.8,31.4,21.0,966.0,14i 1732233835016138736 
997.0,2,5.0,92647.0,1.5,0.8,0.005,240.4,49.98,100.0,66.7,189.6,151.3,106.1,167.1,132.4,184.0,177.6,-100.0,-86.0,-63.4,-43.0,-26.2,4.7,54.5,100.0,-58.4,-68.5,4557113.7,328.5,31.1,-26.7,966.0,14i 1732233835016138736 
997.0,0,5.0,92648.0,1.5,-2.3,0.011,236.7,49.951,72.0,322.7,262.4,98.0,121.1,139.0,205.4,70.7,131.1,100.0,82.8,70.9,-31.3,-75.4,-100.0,-98.5,-88.8,-71.6,-29.9,12411111.9,288.5,57.1,58.8,971.0,14i 1732234015004201377 
997.0,1,5.0,92649.0,2.3,-1.5,0.012,237.6,49.971,90.1,192.4,172.3,43.7,144.6,353.2,213.5,59.0,358.7,48.0,8.0,-52.8,100.0,74.4,40.0,8.0,-30.4,-74.4,-100.0,1096172.1,401.5,32.3,21.0,971.0,14i 1732234015004201377 
997.0,2,5.0,92650.0,1.5,1.5,0.009000000000000001,240.5,49.971,27.7,13.0,17.4,35.1,6.3,45.0,27.7,29.7,17.1,90.7,64.6,30.4,-100.0,-76.8,-51.3,-32.8,-25.8,-13.0,13.6,4557130.2,330.0,29.7,-26.4,971.0,14i 1732234015004201377 
997.0,0,5.0,92651.0,0.8,-1.5,0.003,236.2,49.98,20.3,322.3,345.4,268.2,115.5,109.4,60.7,35.1,116.8,-67.4,-59.0,-62.3,-66.8,94.4,100.0,84.9,52.0,13.0,-24.4,12411126.3,287.7,57.3,58.7,966.0,14i 1732234195003686511 
997.0,1,5.0,92652.0,2.3,0.0,0.013000000000000001,237.2,49.98,100.0,128.9,106.1,106.6,128.8,274.2,123.4,167.2,276.8,-62.3,-52.1,-57.8,-67.6,98.2,100.0,85.0,54.4,17.2,-22.4,1096192.2,403.8,31.9,20.9,966.0,14i 1732234195003686511 
997.0,2,5.0,92653.0,2.3,2.3,0.013000000000000001,240.0,49.98,35.7,12.2,18.8,25.7,21.6,32.2,25.8,30.2,41.2,60.8,90.6,100.0,95.1,-52.6,-49.1,-55.4,-66.7,-78.2,-89.4,4557146.7,327.7,30.7,-26.9,966.0,14i 1732234195003686511 
997.0,0,5.0,92654.0,0.8,-3.1,0.007,237.0,50.01,28.6,219.1,131.4,219.8,21.4,111.1,68.0,92.7,73.1,96.9,100.0,87.6,62.9,29.9,0.0,4.1,23.7,58.8,-100.0,12411140.7,288.5,56.0,58.8,969.0,14i 1732234375014660842 
997.0,1,5.0,92655.0,1.5,0.8,0.012,237.9,50.0,64.9,105.7,52.3,129.3,84.5,163.3,122.7,74.0,155.1,-65.6,-57.3,-43.4,-23.7,6.8,31.6,56.0,83.4,100.0,-81.7,1096212.4,402.3,31.0,21.0,969.0,14i 1732234375014660842 
997.0,2,5.0,92656.0,3.1,-1.5,0.012,240.8,50.0,28.2,22.3,27.8,24.2,28.5,87.8,17.8,52.2,57.5,-37.4,-52.9,-66.7,-75.9,-81.3,-86.2,-92.8,-96.8,-100.0,100.0,4557163.0,330.8,28.7,-26.5,969.0,14i 1732234375014660842 
997.0,0,5.0,92657.0,1.5,-4.6,0.02,236.9,50.0,100.0,306.8,125.7,190.8,38.3,104.3,80.7,156.5,62.5,-100.0,-83.3,-66.7,-58.3,-58.3,-87.5,-62.5,-33.3,-16.7,8.3,12411155.1,286.9,56.3,58.7,971.0,14i 1732234555002480243 
997.0,1,5.0,92658.0,1.5,-2.3,0.011,238.0,49.99,98.1,325.8,298.3,202.8,252.0,379.4,167.1,225.5,399.2,-100.0,-65.4,-21.2,41.6,85.8,99.4,100.0,88.1,-26.9,-16.7,1096232.5,403.8,31.0,21.2,971.0,14i 1732234555002480243 
997.0,2,5.0,92659.0,1.5,1.5,0.009000000000000001,240.7,50.0,21.3,26.2,45.3,52.2,20.8,111.5,46.5,49.7,89.4,100.0,98.5,87.9,75.1,46.4,1.1,-47.9,-100.0,-94.0,-27.5,4557179.6,329.2,30.8,-26.8,971.0,14i 1732234555002480243 
997.0,0,5.0,92660.0,0.8,-3.1,0.011,237.3,49.99,100.0,263.7,189.0,58.0,107.8,118.4,62.0,81.7,209.7,34.1,67.3,90.4,100.0,94.1,74.2,50.5,31.3,-1.1,-85.1,12411169.5,286.2,55.6,59.0,969.0,14i 1732234735018264425 
997.0,1,5.0,92661.0,0.8,1.5,0.007,238.1,50.0,100.0,94.7,359.6,303.1,128.0,384.4,341.1,24.9,591.2,51.0,83.7,100.0,92.9,67.3,16.6,-42.8,-74.9,-100.0,42.8,1096252.7,403.1,30.5,21.5,969.0,14i 1732234735018264425 
