timestamp,phase,active,reactive,current,freq,thd,voltage,hm0,hm1,hm2,hm3,hm4,hm5,hm6,hm7,hm8,anomaly
2025-01-18T19:27:58.012468,2.0,2.3,-0.8,1.4,50.03,29.7,241.6,77.3,171.1,182.3,148.5,155.7,50.8,61.1,187.9,138.6,False
2025-01-18T19:30:45.844646,0.0,1.5,-1.5,1.0,49.98,53.8,237.0,90.6,212.7,219.5,184.7,121.6,196.0,161.7,213.9,363.1,False
2025-01-18T19:30:45.940677,1.0,0.8,-2.3,0.6,49.98,30.0,239.2,100.0,181.1,380.3,317.3,106.5,226.5,572.6,107.0,570.9,False
2025-01-18T19:30:46.020026,2.0,0.8,-3.0,0.7,49.98,30.0,240.9,88.5,101.2,250.9,209.9,296.2,526.7,269.0,268.2,603.4,False
2025-01-18T19:33:45.845494,0.0,3.8,0.8,1.9,49.98,54.0,237.5,77.2,194.9,302.4,194.0,156.1,81.3,100.3,52.8,241.2,False
2025-01-18T19:33:45.942732,1.0,0.8,-3.0,1.0,50.02,30.4,239.6,69.2,245.7,92.0,69.3,238.8,185.8,196.1,133.1,209.7,False
2025-01-18T19:33:46.039938,2.0,1.5,0.0,0.7,49.98,30.3,241.4,100.0,350.9,362.0,284.3,304.0,404.4,111.1,236.7,351.2,False
2025-01-18T19:36:45.846713,0.0,2.3,-1.5,1.3,50.01,53.6,236.9,56.2,241.3,397.3,260.7,222.6,49.7,108.0,129.5,288.3,False
2025-01-18T19:36:45.935988,1.0,2.3,-4.5,1.6,50.0,29.1,239.0,56.3,84.8,32.4,69.3,94.3,73.4,151.0,40.4,69.1,False
2025-01-18T19:36:46.023248,2.0,1.5,-2.3,1.5,50.0,28.9,240.8,72.8,123.4,155.4,38.6,108.3,142.0,97.0,101.0,112.2,False
2025-01-18T19:39:45.851902,0.0,1.5,-3.8,1.4,50.02,53.3,237.6,100.0,93.0,37.0,68.9,36.7,58.6,89.7,147.9,103.7,False
2025-01-18T19:39:45.943383,1.0,1.5,-3.8,1.1,50.01,29.4,239.7,90.2,32.5,36.4,113.6,42.9,89.9,122.5,30.5,35.6,False
2025-01-18T19:39:46.030012,2.0,0.8,0.0,0.7,50.0,29.5,241.5,44.7,71.1,89.6,50.2,124.2,224.0,60.4,79.5,156.1,False
2025-01-18T19:42:45.849620,0.0,2.3,0.0,0.8,50.01,53.2,238.1,58.5,74.5,121.4,83.8,69.4,184.9,57.0,104.1,74.8,False
2025-01-18T19:42:45.950140,1.0,2.3,-0.0,1.1,50.03,29.1,240.1,100.0,30.4,127.6,150.6,37.2,333.3,66.6,58.2,145.9,False
2025-01-18T19:42:46.059056,2.0,0.8,-3.8,1.3,50.02,28.7,241.9,74.0,78.5,57.5,83.1,124.1,126.7,146.1,21.0,100.6,False
2025-01-18T19:45:45.905879,0.0,54.0,-79.7,40.9,50.01,53.2,238.6,89.6,31.6,15.7,12.2,11.6,14.2,10.8,7.0,13.6,False
2025-01-18T19:45:46.070048,1.0,5.3,-46.1,19.7,50.01,29.1,240.5,96.1,3.7,13.6,9.5,2.1,17.7,4.5,4.5,4.4,False
2025-01-18T19:45:46.160493,2.0,8.3,-49.9,21.3,50.02,30.3,242.4,99.3,9.0,7.0,1.8,13.0,15.1,12.3,9.5,20.1,False
2025-01-18T19:48:45.851741,0.0,12.1,-24.2,11.5,50.0,53.6,238.4,84.8,36.8,25.1,35.0,23.8,17.6,16.4,18.9,13.1,False
2025-01-18T19:48:45.952941,1.0,4.5,-18.9,8.1,50.0,29.8,240.4,91.6,10.5,21.8,11.7,12.3,8.1,6.8,4.2,15.1,False
2025-01-18T19:48:46.032831,2.0,3.0,-19.7,8.2,50.0,30.1,242.4,97.4,30.4,11.7,28.3,34.0,13.5,9.8,17.7,22.1,False
2025-01-18T19:51:45.909981,0.0,21.2,-34.8,17.3,50.03,53.6,238.2,88.3,40.5,23.6,5.3,11.3,16.3,8.4,5.0,14.9,False
2025-01-18T19:51:45.991944,1.0,3.8,-28.0,11.8,50.02,30.3,240.3,93.2,13.0,12.2,23.8,10.4,31.0,19.7,10.7,16.6,False
2025-01-18T19:51:46.075141,2.0,4.5,-28.0,11.9,50.02,30.0,242.1,96.2,8.0,5.4,8.1,8.1,29.4,15.0,14.1,7.7,False
2025-01-18T19:54:45.854362,0.0,1.5,-2.3,0.5,50.02,53.5,238.8,91.2,648.3,324.5,336.0,478.7,588.2,708.8,584.5,856.1,False
2025-01-18T19:54:45.960428,1.0,0.8,-2.3,0.6,50.02,29.3,240.8,39.6,26.6,159.2,203.1,17.4,120.9,351.2,80.4,259.8,False
2025-01-18T19:54:46.063185,2.0,0.0,-3.0,0.8,50.02,29.4,242.7,77.0,109.5,100.8,156.3,139.4,212.8,370.6,237.0,195.5,False
2025-01-18T19:57:45.855656,0.0,2.3,0.8,1.0,50.0,53.0,238.7,100.0,21.9,79.2,86.3,200.2,191.0,59.3,143.8,230.5,False
2025-01-18T19:57:45.949535,1.0,1.5,0.0,0.6,49.99,29.7,240.7,100.0,134.2,110.8,254.1,107.6,301.7,318.1,109.4,413.1,False
